,sentence,extract
1334,"[4,6-8] Thangapandian et al.[9] have reported improvement of mechanical properties (tensile strength and hardness) and uniform grain refinement with pass number using different corrugated dies (V-groove, flat groove and semi-circular) in repetitive corrugation and straightening (RCS) process.",0
1335,"In summary, comparing with the T7451-DFSPed sample, the higher microhardness and tensile strength of ST-DFSPed sample are mainly attributed to the higher solution level and semi-coherent relationship of the fine η' phase with the matrix.",1
1336,"The longer milling time, the more diffusion couples were formed, and the size of the diffusion couples was much finer, which was beneficial to the displacement reaction, thus the precipitation of θ phase was retarded.",0
1337,Fig. 3(d) exhibits the grain boundary misorientation distribution of the sample processed after 24 passes.,0
1338,"In this research, stability of T1 phase under the different age hardening conditions as well as the effects of GP zones on physical and mechanical properties of an Al-Cu-Li-Zr alloy sheet have been investigated by measuring its hardness, electrical resistant, tensile properties, and evaluating the transmission electron microscopic (TEM) images.",0
1339,"AZ31, with 3% Al and 1 Zn, has insufficient β phase to benefit greatly from such processing.",0
1340,"The size, shape and content of the Si, Al3Er and β-Al5FeSi phases greatly influence the mechanical properties of the alloys.",1
1341,"To clarify the effects of these substitutional solute atoms on the size-dependent strength of micro-sized Al single crystals, micropillars should be fabricated on the surface of Al alloys with an α-Al (fcc) solid-solution single-phase microstructure, whereas previous studies on the compression response of Al alloy micropillars were scarcely reported.",0
1342,An increase in Al concentration at first promotes densification while in 0.3 mol decreased.,0
1343,"F. Gao, Z. Nie, Z. Wang, H. Li, X. Gong and T. Zuo, Sci.",0
1344,"To reduce the negative effect of Fe phases on aluminum alloys, many studies have been carried out to investigate the formation mechanism of Fe-rich intermetallics and their effect on mechanical properties.4 Rapid solidification of recycled aluminum alloy is the best method of improving the mechanical properties.",1
1345,"After annealing at 390 degC for 3 h (Fig. 8(b)), the Al3Sc particles size is significantly larger and the radius of the Al3Sc particles are about 5 nm.",0
1346,"In Figure 1(c), the BSE allows one to clearly see the larger, darker contrast B2-NiAl particles that are present at 240 h, which in some instances have grown to be much larger than the Laves phase precipitates.",0
1347,"105 133502Article Google Scholar 27Wang W B, Fu Y Q, Chen J J, Xuan W P, Chen J K, Wang X Z et al 2016 J. Micromech.",0
1348,TMAZ in the Al side has fine deformed Al grains (Fig. 8b) and base metal shows deformed Al grains (Fig. 8c).,0
1349,The Al20Mn2Ce phase showed a good thermal resistance to coarsening and decomposition.,0
1350,The oxidation resistance of Zr2[Al(Si)]4C5 was improved above 1200 degC with SiC additive because of the protective phases such as SiO2 and mullite generated.,0
1351,"Lett.2012, 101, 171105.Article Google Scholar [28]Ting, D. Z. Y.; Soibel, A.; Hoglund, L.; Nguyen, J.; Hill, C. J.; Khoshakhlagh, A.; Gunapala, S. D. Type-II superlattice infrared detectors.",0
1352,"However, at the locations in the HAZ on the left side of location C in Fig. 2, due to lower temperature and short exposure time, only slight growth of GPI zones and transformation of GPI zones to η' phase may occur, and therefore the hardness tends to close to that of the BM.",0
1353,"The enhancement of tribological properties is attributed to the inherently low-frictional and high mechanical strength of the rGO reinforcement phase, which facilitated the sliding and protected the tribo-interfaces against the wear.",0
1354,"The pulsed-MIG technique does not experience any retraction of wire and keeps the arc on all the time, although current pulsing reduces the overall arc energy.",0
1355,"However, containing both hard and soft domains in a metal is known to play a role identical to composites or multiple phases in complex alloys, sharing principles of universal mechanics.",0
1356,The temperature for fabricating Y 3 MgSiAl 3 O 12 is optimized to be 1600 AdegC through a high-temperaturesolid-phase method.,0
1357,"Metallographic SEM images of these samples with compositions Al83.9Ir9.1Os7 and Al89.2Ir5.6Os5.2, which were annealed for 168h at 800degC, show the decagonal phase in equilibrium with aluminum (Fig. 4).",0
1358,"Excitation wavelength of 285 nm is chosen because Tm3+ has low, while Ce3+ has intense UV absorption, thus energy transfer from Ce3+ to Tm3+ is clearly observable.",0
1359,"During tensile testing, fracture of the LM24 alloy samples initiates by the cracking of eutectic phases of Si and the coarse α-AlFeMnSi phases due to high tensile stresses induced by plastic deformation in the matrix.",0
1360,"The alloying elements are existent in the form of solute atoms, which cause lattice distortion, affect dislocation movement and thus affect the properties of the alloys [16].",0
1361,"Further, in the anodic region, phases with high copper content were found to suffer pitting in sulfate solutions while the α phase remained passive.",0
1362,"The average grain size, defined as the equivalent area diameter of the grain measured by scanning electron micrography (SEM), was 0.29 um for the Al2O3 phase, and 0.18 um for both ZrO2 and spinel phases.",0
1363,"The alloy has a fine-grained structure with grain size of 8-25 um and consists of four phases: β-NiAl matrix, α-Cr precipitates, and hardening nanoparticles Ni2AlHf and ssHf.4.Nanoparticles of the Ni2AlHf hardening phase are mostly distributed along the grain boundaries and inside the NiAl matrix, while nanoparticles of the ssHf phase reside inside the α-Cr phase.",1
1364,"Compared to the α-Al matrix, the cracks are easier to form at the particles of eutectic Si phase.",1
1365,There are obvious metallic luster on the 6061 aluminum alloy surface due to the flux reacted chemically with the oxide film.,0
1366,"""Both curves show the same settling rate """"k = 0.029"""" indicating that the settling is dominated by the size range 20 to 50 due to lower concentration of inclusions larger than 50 um.""",0
1367,It is also known that Al can modify this boundary as well to accommodate higher Cr contents without the ability to precipitate sigma phase [29].,0
1368,"As a smooth specimen potentially has many crack initiation sites (mostly non-metallic inclusions or pores of several micrometers in size [15]), some cracks are born and occasionally continue growing even after preceding cracks have become non-fatal.",0
1369,"Wu et al. [14] indicated that the Mg-5Li-3Al-2Zn alloy containing 1.0 wt % Ce exhibited the highest ultimate tensile strength (219 MPa) due to the formation of Al3Ce/Al2Ce particles, but no obvious grain refinement was found.",1
1370,"The coarse η phases at the boundary can capture hydrogen atoms to form bubbles, thereby reducing the tendency of hydrogen embrittlement.",1
1371,"As a result, sufficiently long heat treatments of the fast-solidifying samples without Sr produced comparable transformations to those found in the as-cast, Sr-modified castings.",0
1372,"The structural stability of metal represents another confounding factor, as metals in experimental environments often transform phases when they cross specific temperature frontiers [7].",0
1373,"[3] 2.The solubility of Nb in Fe-Al is relatively low, and strengthening due to precipitating particles of the Laves phase is expected at niobium concentration greater than 1 at.",1
1374,"We use γf as our best estimate of the critical energy release rate, Gc.",0
1375,"β and Q phases: the incoherent phases are not shown in this work either, but were also very well known in many early works [15].",0
1376,"[Google Scholar]], the behaviour of these La-containing inclusions can be theoretically predicted.",0
